userId,movieId,rating,title,genres
210,7810,1,Babylon 5: A Call to Arms (1999),Adventure|Sci-Fi
298,84772,1,Paul (2011),Adventure|Comedy|Sci-Fi
453,1020,1,Cool Runnings (1993),Comedy
525,81834,1,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX
284,433,1,Clean Slate (1994),Comedy
186,316,1,Stargate (1994),Action|Adventure|Sci-Fi
446,316,1,Stargate (1994),Action|Adventure|Sci-Fi
426,60069,1,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
561,60069,1,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
440,60069,1,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
457,2572,1,10 Things I Hate About You (1999),Comedy|Romance
226,46948,1,Monster House (2006),Animation|Children|Fantasy|Mystery
428,5283,1,National Lampoon's Van Wilder (2002),Comedy
322,350,1,"Client, The (1994)",Drama|Mystery|Thriller
232,58876,1,Stop-Loss (2008),Drama|War
473,4975,1,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
405,1805,1,Wild Things (1998),Crime|Drama|Mystery|Thriller
4,3967,1,Billy Elliot (2000),Drama
105,7318,1,"Passion of the Christ, The (2004)",Drama
264,1722,1,Tomorrow Never Dies (1997),Action|Adventure|Thriller
520,7458,1,Troy (2004),Action|Adventure|Drama|War
600,552,1,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
412,2109,1,"Jerk, The (1979)",Comedy
382,455,1,Free Willy (1993),Adventure|Children|Drama
200,54190,1,Across the Universe (2007),Drama|Fantasy|Musical|Romance
281,7325,1,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller
366,116797,1,The Imitation Game (2014),Drama|Thriller|War
25,116797,1,The Imitation Game (2014),Drama|Thriller|War
181,86,1,White Squall (1996),Action|Adventure|Drama
199,2973,1,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
239,1704,1,Good Will Hunting (1997),Drama|Romance
231,1704,1,Good Will Hunting (1997),Drama|Romance
12,838,1,Emma (1996),Comedy|Drama|Romance
270,648,1,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
469,648,1,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
219,933,1,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
553,858,1,"Godfather, The (1972)",Crime|Drama
16,858,1,"Godfather, The (1972)",Crime|Drama
354,858,1,"Godfather, The (1972)",Crime|Drama
84,4,1,Waiting to Exhale (1995),Comedy|Drama|Romance
64,6944,1,Father of the Bride (1991),Comedy
330,1777,1,"Wedding Singer, The (1998)",Comedy|Romance
610,3552,1,Caddyshack (1980),Comedy
334,1258,1,"Shining, The (1980)",Horror
510,1258,1,"Shining, The (1980)",Horror
438,8916,1,Shall We Dance? (2004),Comedy|Romance
377,272,1,"Madness of King George, The (1994)",Comedy|Drama
253,66371,1,Departures (Okuribito) (2008),Drama
6,222,1,Circle of Friends (1995),Drama|Romance
560,2761,1,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
555,2639,1,Mommie Dearest (1981),Drama
474,2398,1,Miracle on 34th Street (1947),Comedy|Drama
305,4246,1,Bridget Jones's Diary (2001),Comedy|Drama|Romance
122,1237,1,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
21,126548,1,The DUFF (2015),Comedy
385,1007,1,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western
45,785,1,Kingpin (1996),Comedy
52,54286,1,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
227,54286,1,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
387,4787,1,Little Man Tate (1991),Drama
57,736,1,Twister (1996),Action|Adventure|Romance|Thriller
544,736,1,Twister (1996),Action|Adventure|Romance|Thriller
389,736,1,Twister (1996),Action|Adventure|Romance|Thriller
256,4974,1,Not Another Teen Movie (2001),Comedy
275,916,1,Roman Holiday (1953),Comedy|Drama|Romance
606,594,1,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
609,288,1,Natural Born Killers (1994),Action|Crime|Thriller
486,288,1,Natural Born Killers (1994),Action|Crime|Thriller
125,288,1,Natural Born Killers (1994),Action|Crime|Thriller
340,288,1,Natural Born Killers (1994),Action|Crime|Thriller
192,288,1,Natural Born Killers (1994),Action|Crime|Thriller
342,288,1,Natural Born Killers (1994),Action|Crime|Thriller
527,1544,1,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
450,1544,1,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
524,23,1,Assassins (1995),Action|Crime|Thriller
464,23,1,Assassins (1995),Action|Crime|Thriller
285,1219,1,Psycho (1960),Crime|Horror
483,1569,1,My Best Friend's Wedding (1997),Comedy|Romance
51,2802,1,Tequila Sunrise (1988),Action|Drama|Romance|Thriller
411,275,1,Mixed Nuts (1994),Comedy
68,3969,1,Pay It Forward (2000),Drama
139,3969,1,Pay It Forward (2000),Drama
19,2463,1,Ruthless People (1986),Comedy
543,2463,1,Ruthless People (1986),Comedy
318,714,1,Dead Man (1995),Drama|Mystery|Western
490,76251,1,Kick-Ass (2010),Action|Comedy
274,5092,1,Big Fat Liar (2002),Children|Comedy
115,2841,1,Stir of Echoes (1999),Horror|Mystery|Thriller
372,1479,1,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
383,1584,1,Contact (1997),Drama|Sci-Fi
448,260,1,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
39,260,1,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
494,260,1,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
312,1089,1,Reservoir Dogs (1992),Crime|Mystery|Thriller
328,1089,1,Reservoir Dogs (1992),Crime|Mystery|Thriller
433,1089,1,Reservoir Dogs (1992),Crime|Mystery|Thriller
378,99114,1,Django Unchained (2012),Action|Drama|Western
587,2997,1,Being John Malkovich (1999),Comedy|Drama|Fantasy
212,77800,1,Four Lions (2010),Comedy|Drama
167,1748,1,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
364,141,1,"Birdcage, The (1996)",Comedy
150,141,1,"Birdcage, The (1996)",Comedy
121,141,1,"Birdcage, The (1996)",Comedy
177,1552,1,Con Air (1997),Action|Adventure|Thriller
577,1263,1,"Deer Hunter, The (1978)",Drama|War
17,1263,1,"Deer Hunter, The (1978)",Drama|War
597,1292,1,Being There (1979),Comedy|Drama
475,3751,1,Chicken Run (2000),Animation|Children|Comedy
161,3751,1,Chicken Run (2000),Animation|Children|Comedy
444,357,1,Four Weddings and a Funeral (1994),Comedy|Romance
156,357,1,Four Weddings and a Funeral (1994),Comedy|Romance
565,357,1,Four Weddings and a Funeral (1994),Comedy|Romance
20,2137,1,Charlotte's Web (1973),Animation|Children
287,3034,1,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
346,2160,1,Rosemary's Baby (1968),Drama|Horror|Thriller
146,35836,1,"40-Year-Old Virgin, The (2005)",Comedy|Romance
33,800,1,Lone Star (1996),Drama|Mystery|Western
18,3052,1,Dogma (1999),Adventure|Comedy|Fantasy
355,1848,1,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy
182,1916,1,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
504,5377,1,About a Boy (2002),Comedy|Drama|Romance
136,328,1,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
479,1372,1,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
470,597,1,Pretty Woman (1990),Comedy|Romance
85,538,1,Six Degrees of Separation (1993),Drama
603,2948,1,From Russia with Love (1963),Action|Adventure|Thriller
129,7153,1,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
417,7153,1,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
488,7153,1,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
233,134214,1,Youth (2015),Drama
542,47,1,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
498,47,1,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
102,47,1,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
169,185,1,"Net, The (1995)",Action|Crime|Thriller
574,185,1,"Net, The (1995)",Action|Crime|Thriller
119,44191,1,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
187,44191,1,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
3,2288,1,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
263,4886,1,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
48,4886,1,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
539,4886,1,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
396,4886,1,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
538,7888,1,How to Succeed in Business Without Really Trying (1967),Comedy|Musical
88,223,1,Clerks (1994),Comedy
309,1952,1,Midnight Cowboy (1969),Drama
352,5952,1,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
449,5952,1,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
535,2573,1,Tango (1998),Drama|Musical
294,3689,1,Porky's II: The Next Day (1983),Comedy
290,898,1,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
234,2082,1,"Mighty Ducks, The (1992)",Children|Comedy
216,441,1,Dazed and Confused (1993),Comedy
379,34,1,Babe (1995),Children|Drama
201,1210,1,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
220,1210,1,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
399,1210,1,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
120,1210,1,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
184,191005,1,Gintama (2017),Action|Adventure|Comedy|Sci-Fi
246,4896,1,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
425,4896,1,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
427,4896,1,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
297,1597,1,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
323,509,1,"Piano, The (1993)",Drama|Romance
401,81847,1,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX
100,3753,1,"Patriot, The (2000)",Action|Drama|War
463,3753,1,"Patriot, The (2000)",Action|Drama|War
395,410,1,Addams Family Values (1993),Children|Comedy|Fantasy
144,410,1,Addams Family Values (1993),Children|Comedy|Fantasy
447,410,1,Addams Family Values (1993),Children|Comedy|Fantasy
465,1267,1,"Manchurian Candidate, The (1962)",Crime|Thriller|War
288,2786,1,Haunted Honeymoon (1986),Comedy
103,3087,1,Scrooged (1988),Comedy|Fantasy|Romance
404,161,1,Crimson Tide (1995),Drama|Thriller|War
436,161,1,Crimson Tide (1995),Drama|Thriller|War
314,161,1,Crimson Tide (1995),Drama|Thriller|War
73,4025,1,Miss Congeniality (2000),Comedy|Crime
420,6755,1,Bubba Ho-tep (2002),Comedy|Horror
96,150,1,Apollo 13 (1995),Adventure|Drama|IMAX
476,150,1,Apollo 13 (1995),Adventure|Drama|IMAX
37,150,1,Apollo 13 (1995),Adventure|Drama|IMAX
522,1265,1,Groundhog Day (1993),Comedy|Fantasy|Romance
348,1213,1,Goodfellas (1990),Crime|Drama
419,1213,1,Goodfellas (1990),Crime|Drama
573,30749,1,Hotel Rwanda (2004),Drama|War
381,2115,1,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
111,104211,1,We're the Millers (2013),Comedy|Crime
605,2012,1,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
221,6306,1,I Am Trying to Break Your Heart (2002),Documentary
571,1993,1,Child's Play 3 (1991),Comedy|Horror|Thriller
365,104241,1,Kick-Ass 2 (2013),Action|Comedy|Crime
75,2078,1,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
80,4848,1,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
424,4848,1,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
296,33493,1,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
540,33493,1,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
132,595,1,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
468,595,1,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
592,415,1,Another Stakeout (1993),Comedy|Thriller
413,3624,1,Shanghai Noon (2000),Action|Adventure|Comedy|Western
511,5349,1,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
513,5349,1,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
581,5349,1,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
589,300,1,Quiz Show (1994),Drama
304,81,1,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance
480,8376,1,Napoleon Dynamite (2004),Comedy
74,6552,1,Dirty Pretty Things (2002),Crime|Drama|Thriller
34,377,1,Speed (1994),Action|Romance|Thriller
43,377,1,Speed (1994),Action|Romance|Thriller
477,3275,1,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
517,48738,1,"Last King of Scotland, The (2006)",Drama|Thriller
1,1676,1,Starship Troopers (1997),Action|Sci-Fi
371,1676,1,Starship Troopers (1997),Action|Sci-Fi
563,106920,1,Her (2013),Drama|Romance|Sci-Fi
341,5218,1,Ice Age (2002),Adventure|Animation|Children|Comedy
357,2064,1,Roger & Me (1989),Documentary
235,585,1,"Brady Bunch Movie, The (1995)",Comedy
8,186,1,Nine Months (1995),Comedy|Romance
174,186,1,Nine Months (1995),Comedy|Romance
62,81845,1,"King's Speech, The (2010)",Drama
83,81845,1,"King's Speech, The (2010)",Drama
551,90439,1,Margin Call (2011),Drama|Thriller
137,1242,1,Glory (1989),Drama|War
69,541,1,Blade Runner (1982),Action|Sci-Fi|Thriller
268,2583,1,Cookie's Fortune (1999),Comedy|Drama
437,786,1,Eraser (1996),Action|Drama|Thriller
202,1617,1,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
362,1617,1,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
282,5989,1,Catch Me If You Can (2002),Crime|Drama
359,1246,1,Dead Poets Society (1989),Drama
10,63113,1,Quantum of Solace (2008),Action|Adventure|Thriller
116,1101,1,Top Gun (1986),Action|Romance
279,1101,1,Top Gun (1986),Action|Romance
313,1214,1,Alien (1979),Horror|Sci-Fi
47,112183,1,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Comedy|Drama
257,784,1,"Cable Guy, The (1996)",Comedy|Thriller
243,589,1,Terminator 2: Judgment Day (1991),Action|Sci-Fi
104,3977,1,Charlie's Angels (2000),Action|Comedy
260,6016,1,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
443,6016,1,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
585,5103,1,"Sandlot, The (1993)",Children|Comedy|Drama
325,1217,1,Ran (1985),Drama|War
321,380,1,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
559,380,1,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
99,380,1,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
572,1208,1,Apocalypse Now (1979),Action|Drama|War
40,454,1,"Firm, The (1993)",Drama|Thriller
178,454,1,"Firm, The (1993)",Drama|Thriller
222,4388,1,Scary Movie 2 (2001),Comedy
369,2539,1,Analyze This (1999),Comedy
500,2539,1,Analyze This (1999),Comedy
76,551,1,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
244,3020,1,Falling Down (1993),Action|Drama
358,71579,1,"Education, An (2009)",Drama|Romance
432,1921,1,Pi (1998),Drama|Sci-Fi|Thriller
94,500,1,Mrs. Doubtfire (1993),Comedy|Drama
117,520,1,Robin Hood: Men in Tights (1993),Comedy
166,520,1,Robin Hood: Men in Tights (1993),Comedy
327,318,1,"Shawshank Redemption, The (1994)",Crime|Drama
250,318,1,"Shawshank Redemption, The (1994)",Crime|Drama
176,318,1,"Shawshank Redemption, The (1994)",Crime|Drama
375,318,1,"Shawshank Redemption, The (1994)",Crime|Drama
60,318,1,"Shawshank Redemption, The (1994)",Crime|Drama
162,318,1,"Shawshank Redemption, The (1994)",Crime|Drama
458,39,1,Clueless (1995),Comedy|Romance
5,39,1,Clueless (1995),Comedy|Romance
91,1262,1,"Great Escape, The (1963)",Action|Adventure|Drama|War
28,1645,1,The Devil's Advocate (1997),Drama|Mystery|Thriller
303,3033,1,Spaceballs (1987),Comedy|Sci-Fi
82,788,1,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
456,788,1,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
529,788,1,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
562,3863,1,"Cell, The (2000)",Drama|Horror|Thriller
286,2028,1,Saving Private Ryan (1998),Action|Drama|War
79,2028,1,Saving Private Ryan (1998),Action|Drama|War
344,2028,1,Saving Private Ryan (1998),Action|Drama|War
148,31658,1,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
343,31658,1,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
326,3578,1,Gladiator (2000),Action|Adventure|Drama
86,3578,1,Gladiator (2000),Action|Adventure|Drama
523,3578,1,Gladiator (2000),Action|Adventure|Drama
93,2103,1,Tall Tale (1995),Adventure|Children|Fantasy|Western
173,10,1,GoldenEye (1995),Action|Adventure|Thriller
484,1,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
46,1,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
114,122886,1,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX
596,1801,1,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
564,110771,1,"Other Woman, The (2014)",Comedy|Romance
384,4322,1,Eight Men Out (1988),Drama
254,527,1,Schindler's List (1993),Drama|War
549,527,1,Schindler's List (1993),Drama|War
189,527,1,Schindler's List (1993),Drama|War
601,912,1,Casablanca (1942),Drama|Romance
567,49274,1,Happy Feet (2006),Adventure|Animation|Children|Comedy|IMAX
409,3219,1,Pacific Heights (1990),Mystery|Thriller
588,766,1,I Shot Andy Warhol (1996),Drama
108,4024,1,"House of Mirth, The (2000)",Romance
44,733,1,"Rock, The (1996)",Action|Adventure|Thriller
247,1961,1,Rain Man (1988),Drama
292,3948,1,Meet the Parents (2000),Comedy
324,3948,1,Meet the Parents (2000),Comedy
224,3948,1,Meet the Parents (2000),Comedy
153,3949,1,Requiem for a Dream (2000),Drama
141,139385,1,The Revenant (2015),Adventure|Drama
439,1240,1,"Terminator, The (1984)",Action|Sci-Fi|Thriller
331,3535,1,American Psycho (2000),Crime|Horror|Mystery|Thriller
332,4993,1,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
22,5418,1,"Bourne Identity, The (2002)",Action|Mystery|Thriller
67,5418,1,"Bourne Identity, The (2002)",Action|Mystery|Thriller
495,45720,1,"Devil Wears Prada, The (2006)",Comedy|Drama
63,7132,1,"Night at the Opera, A (1935)",Comedy|Musical|Romance
512,457,1,"Fugitive, The (1993)",Thriller
72,457,1,"Fugitive, The (1993)",Thriller
493,457,1,"Fugitive, The (1993)",Thriller
56,457,1,"Fugitive, The (1993)",Thriller
485,457,1,"Fugitive, The (1993)",Thriller
54,593,1,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
487,593,1,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
215,593,1,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
421,593,1,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
598,593,1,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
368,2528,1,Logan's Run (1976),Action|Adventure|Sci-Fi
594,5364,1,Unfaithful (2002),Drama|Thriller
50,1580,1,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
272,1580,1,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
183,3654,1,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War
95,6879,1,Runaway Jury (2003),Drama|Thriller
579,2394,1,"Prince of Egypt, The (1998)",Animation|Musical
586,3175,1,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
472,1221,1,"Godfather: Part II, The (1974)",Crime|Drama
190,1221,1,"Godfather: Part II, The (1974)",Crime|Drama
430,3259,1,Far and Away (1992),Adventure|Drama|Romance
259,1784,1,As Good as It Gets (1997),Comedy|Drama|Romance
24,1784,1,As Good as It Gets (1997),Comedy|Drama|Romance
41,8874,1,Shaun of the Dead (2004),Comedy|Horror
376,2763,1,"Thomas Crown Affair, The (1999)",Action|Mystery
545,2763,1,"Thomas Crown Affair, The (1999)",Action|Mystery
172,1982,1,Halloween (1978),Horror
267,1356,1,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
280,216,1,Billy Madison (1995),Comedy
423,653,1,Dragonheart (1996),Action|Adventure|Fantasy
266,1206,1,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
502,1206,1,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
391,1348,1,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
452,2710,1,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
506,40629,1,Pride & Prejudice (2005),Drama|Romance
230,4370,1,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
59,3204,1,"Boys from Brazil, The (1978)",Action|Mystery|Thriller
509,104841,1,Gravity (2013),Action|Sci-Fi|IMAX
66,1275,1,Highlander (1986),Action|Adventure|Fantasy
518,1275,1,Highlander (1986),Action|Adventure|Fantasy
501,45,1,To Die For (1995),Comedy|Drama|Thriller
14,153,1,Batman Forever (1995),Action|Adventure|Comedy|Crime
394,153,1,Batman Forever (1995),Action|Adventure|Comedy|Crime
245,1189,1,"Thin Blue Line, The (1988)",Documentary
29,55820,1,No Country for Old Men (2007),Crime|Drama
607,4054,1,Save the Last Dance (2001),Drama|Romance
229,296,1,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
131,296,1,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
124,296,1,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
236,2447,1,Varsity Blues (1999),Comedy|Drama
240,435,1,Coneheads (1993),Comedy|Sci-Fi
223,5782,1,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller
42,2490,1,Payback (1999),Action|Thriller
101,2490,1,Payback (1999),Action|Thriller
361,2002,1,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
435,2002,1,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
552,2470,1,Crocodile Dundee (1986),Adventure|Comedy
431,1278,1,Young Frankenstein (1974),Comedy|Fantasy
320,6283,1,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller
71,780,1,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
335,780,1,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
252,1081,1,Victor/Victoria (1982),Comedy|Musical|Romance
27,3037,1,Little Big Man (1970),Western
386,20,1,Money Train (1995),Action|Comedy|Crime|Drama|Thriller
584,420,1,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
316,253,1,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
582,74458,1,Shutter Island (2010),Drama|Mystery|Thriller
168,1276,1,Cool Hand Luke (1967),Drama
356,5074,1,Storytelling (2001),Comedy|Drama
442,1272,1,Patton (1970),Drama|War
217,3362,1,Dog Day Afternoon (1975),Crime|Drama
315,599,1,"Wild Bunch, The (1969)",Adventure|Western
276,19,1,Ace Ventura: When Nature Calls (1995),Comedy
135,3479,1,Ladyhawke (1985),Adventure|Fantasy|Romance
373,265,1,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
11,1391,1,Mars Attacks! (1996),Action|Comedy|Sci-Fi
530,480,1,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
455,480,1,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
507,480,1,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
193,2959,1,Fight Club (1999),Action|Crime|Drama|Thriller
532,2959,1,Fight Club (1999),Action|Crime|Drama|Thriller
400,134130,1,The Martian (2015),Adventure|Drama|Sci-Fi
196,134130,1,The Martian (2015),Adventure|Drama|Sci-Fi
308,91529,1,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
36,4220,1,"Longest Yard, The (1974)",Comedy
98,134853,1,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy
152,1207,1,To Kill a Mockingbird (1962),Drama
265,3831,1,Saving Grace (2000),Comedy
566,349,1,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
130,349,1,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
38,592,1,Batman (1989),Action|Crime|Thriller
15,2150,1,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
